,Height,Weight,Gender,new,new2
0,187.57142322448811,109.95161962747136,False,9.95161962747136,5
1,174.70603627656138,73.7774875096818,False,-26.222512490318195,5
2,188.23966769513365,96.70038888931818,False,-3.2996111106818233,5
3,182.19668514447775,100.01930468321682,False,0.019304683216816443,5
4,177.49976148723286,93.79536391994135,False,-6.204636080058648,5
5,170.8226598470285,69.18734352594682,False,-30.812656474053185,5
6,174.71410637922045,83.60358572910499,False,-16.396414270895008,5
7,173.60522939943328,76.35050476795863,False,-23.649495232041374,5
8,170.22813214372283,79.96792745259545,False,-20.032072547404553,5
9,161.17949470505067,71.09076199414181,False,-28.909238005858185,5
10,180.83627099875525,84.82042070925363,False,-15.179579290746375,5
11,181.96764500282032,97.15507704064136,False,-2.844922959358641,5
12,164.50647599885,75.9670277606709,False,-24.032972239329098,5
13,175.9789980456698,86.11190063033546,False,-13.888099369664545,5
14,175.87907986372045,84.74280364601772,False,-15.25719635398228,5
15,171.81987403906984,78.26678639005318,False,-21.733213609946816,5
16,183.942524230009,89.10386651385545,False,-10.89613348614455,5
17,162.49478733149493,78.58339554944546,False,-21.416604450554544,5
18,176.88575214537084,84.53816253324091,False,-15.461837466759093,5
19,172.55745232918412,82.92120364237546,False,-17.07879635762454,5
20,172.50422749230435,79.1436041279059,False,-20.856395872094097,5
21,176.37617726482034,89.87791891578182,False,-10.12208108421818,5
22,168.01879518063035,67.80616636726137,False,-32.19383363273863,5
23,191.02317298012184,103.9826275523618,False,3.982627552361805,5
24,172.4487187000549,73.6393872037668,False,-26.360612796233198,5
25,173.08584330743003,87.42908026326681,False,-12.570919736733188,5
26,175.48766382947102,83.83417018563908,False,-16.16582981436092,5
27,184.91414253191076,94.01281337288817,False,-5.987186627111825,5
28,171.24995539556042,79.64269199964862,False,-20.35730800035138,5
29,173.98089500648203,70.15574496634316,False,-29.844255033656836,5
30,174.29000079752274,85.23038325263954,False,-14.769616747360459,5
31,188.04587135903623,96.77737514796408,False,-3.2226248520359206,5
32,181.6816687303501,88.65101965174317,False,-11.34898034825683,5
33,175.71760919290577,93.26528242789591,False,-6.734717572104088,5
34,176.7260940081211,92.8018752200459,False,-7.1981247799540995,5
35,178.81835937672955,87.68341594302227,False,-12.316584056977732,5
36,175.45347476554045,89.76738299951136,False,-10.232617000488645,5
37,170.6715491381159,83.55044237852317,False,-16.449557621476828,5
38,167.15058176352375,74.47810221755546,False,-25.52189778244454,5
39,163.3326372445611,74.14000779435591,False,-25.85999220564409,5
40,172.65481401707962,78.24345336673863,False,-21.756546633261365,5
41,183.36114193640202,88.202456771845,False,-11.797543228155007,5
42,165.7866776310601,76.64443009285999,False,-23.35556990714001,5
43,167.86905053573216,73.26974208937362,False,-26.730257910626378,5
44,171.47621664991306,74.84558057454862,False,-25.15441942545138,5
45,178.06615708809903,85.87377415966999,False,-14.126225840330008,5
46,173.35966455980267,85.02752371081863,False,-14.972476289181373,5
47,183.31868115412516,95.03221063193271,False,-4.967789368067287,5
48,175.7168383519486,87.27924336909318,False,-12.72075663090682,5
49,185.0907147739769,96.06477128165453,False,-3.9352287183454706,5
50,164.54776076408726,75.27801190102272,False,-24.721988098977278,5
51,178.26621671420858,91.39632640889454,False,-8.603673591105462,5
52,173.96828364246608,78.82907288481863,False,-21.17092711518137,5
53,171.02031043778115,82.45803603906226,False,-17.541963960937736,5
54,170.15699796960894,77.1535033637509,False,-22.8464966362491,5
55,168.90885674663477,74.23160377712453,False,-25.768396222875467,5
56,173.61676388185296,86.23191361020727,False,-13.768086389792728,5
57,179.7671260388094,87.32947606644,False,-12.670523933560006,5
58,180.88844612045608,90.09021095799999,False,-9.909789042000014,5
59,177.8339479866312,95.23931810778454,False,-4.760681892215459,5
60,181.3640828407276,90.34536029993589,False,-9.65463970006411,5
61,176.66209294087304,90.03614711565362,False,-9.96385288434638,5
62,187.49907777673553,88.76846008623954,False,-11.231539913760457,5
63,170.172082190715,74.97422863500135,False,-25.025771364998647,5
64,181.40290336845038,81.75631924513499,False,-18.24368075486501,5
65,165.80942253087093,70.56837304274954,False,-29.431626957250458,5
66,173.41644634454013,83.87245056753363,False,-16.127549432466367,5
67,184.8240396637097,100.30820066603772,False,0.30820066603772034,5
68,172.97242469288085,83.32393423055454,False,-16.676065769445458,5
69,174.99763342330976,89.29605104144682,False,-10.703948958553184,5
70,175.99535530679523,83.90709468194227,False,-16.09290531805773,5
71,179.12899028957952,94.33310841752,False,-5.666891582480005,5
72,176.94586207535545,80.54587670561273,False,-19.454123294387273,5
73,171.6919827721059,74.14000100426408,False,-25.85999899573592,5
74,184.17062576546343,98.28101368760682,False,-1.7189863123931843,5
